,Date,Tidal_Variation,Waves,Current_Speed,Direction_of_Flow,Dredging_Requirement,Depth,Siltation_Amount,Ships_Frequency,Heavy_Rainfall,Channel
1065,2019-12-02,0.64,1.37,2.15,1,0,9.01,2.35,5,1,2
1066,2019-12-03,0.22,1.47,0.71,0,1,12.83,1.01,29,1,2
1067,2019-12-04,3.43,1.21,0.14,1,2,18.09,1.62,19,0,2
1068,2019-12-05,1.13,1.68,0.63,1,2,14.64,1.06,10,0,1
1069,2019-12-06,2.83,0.75,2.15,1,0,10.77,2.04,5,1,2
1070,2019-12-07,1.69,1.29,1.25,1,2,18.7,1.82,9,1,1
1071,2019-12-08,2.07,2.26,1.49,1,2,19.19,1.85,16,1,1
1072,2019-12-09,4.67,0.25,1.22,1,2,18.54,1.7,11,0,1
1073,2019-12-10,4.63,2.58,0.68,1,2,10.16,2.65,26,0,2
1074,2019-12-11,3.44,1.47,2.43,1,0,8.64,2.79,24,0,1
1075,2019-12-12,0.54,2.35,2.44,0,2,11.49,2.87,26,0,2
1076,2019-12-13,4.23,1.41,2.07,1,0,13.96,1.46,6,1,2
1077,2019-12-14,4.51,1.34,1.9,0,2,15.16,1.19,24,1,2
1078,2019-12-15,0.49,2.16,1.76,0,2,9.26,2.91,24,0,1
1079,2019-12-16,2.6,2.77,1.48,1,2,8.01,2.97,15,0,2
1080,2019-12-17,0.82,2.25,0.54,1,2,11.71,2.06,20,1,2
1081,2019-12-18,1.79,0.21,1.93,1,0,10.9,2.2,25,0,1
1082,2019-12-19,2.25,2.14,1.66,1,0,16.68,1.41,28,1,1
1083,2019-12-20,2.7,1.47,1.27,0,2,9.89,2.21,5,0,1
1084,2019-12-21,4.28,1.9,0.71,1,2,18.0,1.42,21,0,2
1085,2019-12-22,0.51,0.85,0.94,1,2,18.54,1.7,11,0,2
1086,2019-12-23,4.45,1.3,1.55,0,2,18.74,1.25,17,0,2
1087,2019-12-24,2.68,1.99,2.2,1,0,11.4,2.83,18,0,1
1088,2019-12-25,2.3,1.23,0.9,1,2,9.12,2.93,22,0,2
1089,2019-12-26,2.05,1.93,1.99,1,0,8.23,2.94,11,1,2
1090,2019-12-27,0.85,0.21,0.56,1,2,12.17,1.84,29,1,1
1091,2019-12-28,3.47,1.54,0.73,0,1,8.03,2.19,7,1,1
1092,2019-12-29,0.21,0.33,1.22,0,2,10.61,2.26,5,0,2
1093,2019-12-30,1.75,0.39,0.73,0,1,19.18,1.4,19,1,2
1094,2019-12-31,2.81,2.69,1.9,1,0,9.78,2.55,20,1,2
1095,2020-01-01,1.32,0.86,1.06,0,2,8.11,2.68,14,0,1
1096,2020-01-02,1.77,2.39,0.28,1,2,9.26,2.99,10,0,2
1097,2020-01-03,1.86,0.97,0.82,1,2,11.88,2.7,26,1,1
1098,2020-01-04,1.27,2.3,1.42,1,2,11.39,2.82,11,0,2
1099,2020-01-05,2.59,2.43,0.72,1,2,18.94,1.68,17,1,2
1100,2020-01-06,0.53,0.94,1.78,0,2,18.33,1.49,10,1,2
1101,2020-01-07,3.08,0.39,0.58,1,2,9.62,2.25,10,1,1
1102,2020-01-08,2.36,1.9,0.77,0,1,15.9,1.97,9,0,1
1103,2020-01-09,3.77,0.82,1.4,0,2,10.06,2.5,16,0,1
1104,2020-01-10,1.4,1.99,1.24,0,2,11.99,2.08,6,1,1
1105,2020-01-11,2.23,1.39,0.91,1,2,11.47,2.83,22,1,2
1106,2020-01-12,1.56,2.25,0.2,0,1,12.57,1.82,22,0,1
1107,2020-01-13,3.39,0.04,1.3,1,2,11.93,2.17,22,1,2
1108,2020-01-14,0.92,0.29,1.99,0,2,10.15,2.33,10,0,2
1109,2020-01-15,0.46,1.93,2.18,1,0,9.32,2.67,9,0,2
1110,2020-01-16,0.41,0.26,1.34,0,2,15.31,1.32,29,1,1
1111,2020-01-17,4.48,2.71,1.11,0,2,14.02,1.45,16,1,1
1112,2020-01-18,2.62,2.37,1.69,0,2,13.32,1.87,14,0,1
1113,2020-01-19,0.09,1.94,0.19,1,2,10.35,2.44,25,0,2
1114,2020-01-20,1.45,1.99,0.29,0,1,10.28,2.61,5,0,2
1115,2020-01-21,3.59,2.94,2.21,0,2,18.24,1.51,20,1,2
1116,2020-01-22,2.19,1.03,1.97,1,0,18.37,1.82,21,0,1
1117,2020-01-23,0.72,2.65,1.51,1,0,9.47,2.03,16,1,1
1118,2020-01-24,2.67,0.42,2.35,1,0,9.83,2.86,13,0,1
1119,2020-01-25,0.17,1.74,2.38,0,2,9.36,2.89,8,1,2
1120,2020-01-26,4.06,0.33,1.17,0,2,9.18,2.0,25,1,2
1121,2020-01-27,3.77,0.7,1.68,0,2,18.67,1.72,28,1,1
1122,2020-01-28,4.88,0.71,1.36,0,2,13.04,1.38,11,1,2
1123,2020-01-29,2.68,2.52,1.6,0,2,9.33,2.18,8,1,2
1124,2020-01-30,1.65,1.71,0.15,0,1,13.21,1.33,10,1,2
1125,2020-01-31,4.94,2.62,0.24,0,1,19.55,1.08,28,0,1
1126,2020-02-01,1.16,0.64,1.81,1,0,13.64,1.8,11,1,1
1127,2020-02-02,0.69,1.19,2.27,1,0,8.45,2.02,20,1,2
1128,2020-02-03,3.05,0.18,1.05,0,2,10.78,2.37,8,1,1
1129,2020-02-04,0.39,0.07,2.05,1,0,16.26,1.35,28,0,1
1130,2020-02-05,4.64,0.57,0.46,1,2,16.2,1.67,17,0,1
1131,2020-02-06,2.76,1.72,2.19,0,2,13.49,1.46,16,0,1
1132,2020-02-07,1.92,2.77,1.68,1,0,12.11,1.47,23,1,1
1133,2020-02-08,2.33,1.41,0.49,0,1,19.38,1.84,29,1,2
1134,2020-02-09,2.56,0.35,0.36,0,1,14.71,1.75,29,0,2
1135,2020-02-10,4.7,2.81,2.33,0,2,10.61,2.89,24,1,2
1136,2020-02-11,1.94,2.47,1.63,0,2,9.71,2.44,25,1,1
1137,2020-02-12,4.07,0.53,1.98,1,0,17.82,1.56,8,1,1
1138,2020-02-13,3.28,1.17,0.56,1,2,9.31,2.25,11,0,2
1139,2020-02-14,4.28,0.54,1.9,1,0,16.06,1.6,16,1,1
1140,2020-02-15,2.55,2.79,2.43,1,0,10.65,2.58,28,0,1
1141,2020-02-16,0.99,0.5,2.02,1,0,8.27,2.17,15,1,2
1142,2020-02-17,2.99,2.03,0.64,1,2,18.67,1.12,18,0,1
1143,2020-02-18,2.29,0.1,1.29,1,2,10.54,2.34,9,1,2
1144,2020-02-19,4.08,1.47,1.67,1,0,18.48,1.16,9,0,1
1145,2020-02-20,1.68,0.09,0.26,0,1,9.66,2.8,19,0,2
1146,2020-02-21,0.2,2.57,0.14,1,2,10.75,2.25,29,0,2
1147,2020-02-22,0.38,0.16,2.27,0,2,11.02,2.61,22,0,1
1148,2020-02-23,3.63,0.1,1.05,1,2,11.22,2.59,29,1,1
1149,2020-02-24,3.67,2.92,1.8,1,0,14.16,1.02,27,1,1
1150,2020-02-25,0.76,1.02,2.29,1,0,10.42,2.33,15,1,2
1151,2020-02-26,3.31,2.41,0.18,1,2,13.02,1.94,28,1,2
1152,2020-02-27,2.96,0.52,0.83,1,2,11.34,2.49,12,0,2
1153,2020-02-28,1.77,1.31,0.99,0,1,18.63,1.79,26,0,1
1154,2020-02-29,0.1,0.87,0.27,1,2,10.85,2.06,22,0,2
1155,2020-03-01,0.27,2.99,2.11,0,2,10.39,2.86,18,1,1
1156,2020-03-02,2.68,0.16,1.38,1,2,16.85,1.66,23,0,2
1157,2020-03-03,2.13,2.46,0.63,0,1,11.91,2.53,8,1,2
1158,2020-03-04,4.3,1.34,1.51,0,2,14.21,1.7,17,1,2
1159,2020-03-05,3.14,2.12,1.67,0,2,8.66,2.78,26,0,2
1160,2020-03-06,3.67,2.06,1.18,0,2,11.32,2.12,11,0,2
1161,2020-03-07,1.6,1.99,2.42,0,2,9.47,2.39,8,0,2
1162,2020-03-08,0.28,0.87,2.41,0,2,19.83,1.1,11,0,2
1163,2020-03-09,3.88,1.25,0.52,1,2,9.48,2.55,5,1,2
1164,2020-03-10,3.19,2.78,1.26,1,2,8.28,2.35,12,1,2
1165,2020-03-11,1.89,2.18,1.46,0,2,14.38,1.24,18,0,2
1166,2020-03-12,4.94,2.19,1.86,1,0,18.97,1.35,10,0,1
1167,2020-03-13,3.89,1.55,0.51,0,1,17.5,1.22,27,0,2
1168,2020-03-14,0.38,0.12,1.92,0,2,14.58,1.45,19,0,2
1169,2020-03-15,0.42,0.22,0.99,0,1,11.55,2.64,8,1,2
1170,2020-03-16,1.22,0.57,1.61,1,0,11.61,2.77,23,0,1
1171,2020-03-17,4.91,0.82,2.48,0,2,11.25,2.39,13,0,2
1172,2020-03-18,3.53,1.08,1.43,1,2,9.28,2.12,8,1,2
1173,2020-03-19,4.31,1.71,2.19,0,2,13.03,1.64,27,0,2
1174,2020-03-20,1.99,2.09,0.25,0,1,10.65,2.15,24,0,1
1175,2020-03-21,3.28,0.71,1.58,1,0,11.98,2.84,28,0,1
1176,2020-03-22,1.16,0.52,2.46,1,0,14.07,1.73,15,1,1
1177,2020-03-23,2.62,1.77,1.44,0,2,16.75,1.45,8,0,1
1178,2020-03-24,0.48,2.56,1.02,0,2,11.49,2.38,10,1,2
1179,2020-03-25,1.83,0.89,2.08,1,0,18.37,1.51,14,1,2
1180,2020-03-26,2.39,0.38,1.31,0,2,8.77,2.56,11,0,1
1181,2020-03-27,2.61,0.97,0.3,1,2,13.4,1.52,15,0,2
1182,2020-03-28,1.06,0.05,2.06,0,2,13.99,1.15,10,1,2
1183,2020-03-29,1.17,0.99,0.59,0,1,13.8,1.01,29,0,1
1184,2020-03-30,3.4,1.65,2.32,0,2,19.62,1.1,7,0,2
1185,2020-03-31,3.15,2.39,2.0,0,2,8.04,2.46,8,1,1
1186,2020-04-01,2.06,1.9,0.87,1,2,8.21,2.72,18,1,1
1187,2020-04-02,0.3,1.63,0.5,0,1,12.92,1.16,10,0,1
1188,2020-04-03,3.26,0.99,2.36,0,2,11.04,2.62,21,0,1
1189,2020-04-04,3.96,1.36,1.43,0,2,16.91,1.7,24,1,2
1190,2020-04-05,0.6,2.57,0.78,1,2,16.49,1.37,7,0,2
1191,2020-04-06,0.74,2.82,1.2,1,2,11.7,2.38,10,1,1
1192,2020-04-07,3.5,2.87,2.06,0,2,16.35,1.21,18,0,1
1193,2020-04-08,0.74,1.47,0.24,1,2,19.26,1.43,8,1,2
1194,2020-04-09,4.89,0.13,0.89,1,2,10.57,2.93,18,1,1
1195,2020-04-10,3.9,1.55,2.26,0,2,12.03,1.63,20,1,2
1196,2020-04-11,1.58,0.72,1.64,1,0,12.58,1.21,12,0,1
1197,2020-04-12,0.07,1.02,2.29,0,2,11.2,2.11,21,1,1
1198,2020-04-13,1.93,2.58,1.58,0,2,8.45,2.18,21,1,2
1199,2020-04-14,2.3,0.17,1.51,1,0,12.21,1.58,6,1,1
1200,2020-04-15,0.5,2.59,1.96,0,2,18.62,1.79,25,1,2
1201,2020-04-16,1.89,0.6,1.55,0,2,16.09,1.49,16,1,2
1202,2020-04-17,3.83,2.79,0.13,1,2,10.85,2.3,26,0,1
1203,2020-04-18,1.02,0.07,2.2,1,0,8.29,2.1,26,1,2
1204,2020-04-19,2.88,0.31,2.41,1,0,14.38,1.49,13,1,1
1205,2020-04-20,2.99,0.88,0.26,1,2,8.03,2.79,12,0,1
1206,2020-04-21,0.15,0.01,1.1,1,2,11.7,2.79,24,0,2
1207,2020-04-22,1.65,2.7,2.22,0,2,15.89,1.87,21,1,1
1208,2020-04-23,1.15,0.68,0.47,1,2,10.85,2.52,16,1,2
1209,2020-04-24,0.83,0.01,0.55,1,2,8.63,2.89,22,1,2
1210,2020-04-25,3.85,0.1,1.62,0,2,10.28,2.03,25,1,1
1211,2020-04-26,0.77,1.08,1.32,1,2,8.24,2.89,20,1,2
1212,2020-04-27,0.52,0.92,0.13,1,2,10.7,2.86,11,1,1
1213,2020-04-28,2.45,2.8,1.18,0,2,15.58,1.4,23,0,1
1214,2020-04-29,1.01,1.27,0.45,0,1,9.69,2.68,15,0,2
1215,2020-04-30,2.99,1.65,0.12,1,2,8.2,2.73,18,1,2
1216,2020-05-01,4.42,2.71,0.72,0,1,11.64,2.16,21,1,2
1217,2020-05-02,3.98,1.3,0.37,1,2,18.77,1.26,9,1,1
1218,2020-05-03,4.48,0.15,1.11,1,2,10.12,2.84,6,0,2
1219,2020-05-04,0.82,1.16,2.03,1,0,9.88,2.46,25,1,1
1220,2020-05-05,0.85,2.62,0.74,1,2,14.56,1.64,25,0,2
1221,2020-05-06,2.82,0.37,1.55,0,2,16.13,1.43,24,0,2
1222,2020-05-07,3.12,2.49,1.8,1,0,19.37,1.48,19,1,2
1223,2020-05-08,0.37,1.6,1.3,1,2,16.89,1.85,6,1,2
1224,2020-05-09,2.22,0.94,2.03,0,2,19.37,1.0,20,1,2
1225,2020-05-10,0.38,1.49,0.74,0,1,13.46,1.34,23,0,2
1226,2020-05-11,1.75,1.52,1.79,0,2,13.48,1.69,5,1,1
1227,2020-05-12,2.49,1.71,1.37,1,2,9.22,2.72,6,0,1
1228,2020-05-13,1.03,2.63,2.21,1,0,8.4,2.63,8,1,2
1229,2020-05-14,4.89,0.47,1.51,0,2,13.42,1.21,15,0,2
1230,2020-05-15,2.55,2.04,0.15,1,2,11.11,2.03,5,1,2
1231,2020-05-16,3.95,0.29,1.27,1,2,9.5,2.27,27,1,1
1232,2020-05-17,0.31,2.96,2.35,0,2,14.01,1.33,25,1,1
1233,2020-05-18,3.55,0.63,0.19,1,2,15.08,1.6,8,1,1
1234,2020-05-19,3.9,1.18,1.25,0,2,8.34,2.13,18,0,2
1235,2020-05-20,3.73,0.77,1.82,0,2,16.88,1.47,5,0,1
1236,2020-05-21,0.18,0.39,0.99,0,1,15.4,1.45,5,1,2
1237,2020-05-22,0.71,0.01,2.36,1,0,16.03,1.27,19,0,1
1238,2020-05-23,3.52,2.13,0.49,0,1,10.25,2.66,5,1,2
1239,2020-05-24,2.03,0.04,0.85,1,2,8.67,2.17,18,0,1
1240,2020-05-25,1.26,2.96,2.19,1,0,12.44,1.92,26,1,2
1241,2020-05-26,2.85,1.75,2.17,1,0,8.27,2.85,23,1,1
1242,2020-05-27,0.95,2.07,1.97,0,2,8.45,2.53,25,1,1
1243,2020-05-28,1.11,2.33,1.14,0,2,18.14,1.14,5,0,2
1244,2020-05-29,2.15,1.63,1.24,1,2,11.74,2.72,8,1,2
1245,2020-05-30,4.1,2.61,0.94,0,1,11.88,2.17,21,1,1
1246,2020-05-31,1.94,2.24,1.46,1,2,11.5,2.92,17,0,1
1247,2020-06-01,3.87,2.17,1.09,0,2,9.52,2.15,13,1,1
1248,2020-06-02,3.44,1.49,1.43,1,2,16.58,1.5,5,0,2
1249,2020-06-03,2.57,1.75,1.27,1,2,9.32,2.17,14,0,1
1250,2020-06-04,3.37,2.62,0.97,1,2,13.85,1.54,17,0,2
1251,2020-06-05,2.84,2.49,2.35,1,0,15.15,1.59,8,1,2
1252,2020-06-06,2.13,1.63,0.66,1,2,11.59,2.15,29,1,2
1253,2020-06-07,3.35,0.67,1.15,1,2,16.7,1.55,25,1,2
1254,2020-06-08,0.79,1.76,0.48,0,1,17.67,1.57,15,0,2
1255,2020-06-09,0.91,1.93,0.44,0,1,8.97,2.82,17,0,1
1256,2020-06-10,0.17,0.85,1.59,0,2,18.43,1.06,10,1,1
1257,2020-06-11,4.81,1.64,1.2,0,2,13.24,1.12,24,0,1
1258,2020-06-12,1.44,0.5,1.74,1,0,16.93,1.27,6,0,2
1259,2020-06-13,4.33,2.41,0.91,0,1,16.73,1.7,21,0,2
1260,2020-06-14,0.73,0.06,1.86,1,0,11.21,2.52,16,1,2
1261,2020-06-15,3.17,0.66,0.35,0,1,19.94,1.66,5,1,2
1262,2020-06-16,5.0,2.1,0.73,1,2,8.31,2.78,24,1,2
1263,2020-06-17,1.04,0.16,0.26,1,2,8.69,2.15,15,0,2
1264,2020-06-18,1.91,0.71,1.32,0,2,10.8,2.2,27,0,1
1265,2020-06-19,1.43,2.87,1.38,0,2,9.55,2.38,5,1,2
1266,2020-06-20,4.57,2.52,1.81,0,2,14.79,1.25,15,1,2
1267,2020-06-21,0.02,0.11,1.72,1,0,8.72,2.27,10,1,2
1268,2020-06-22,1.94,1.6,1.35,1,2,11.54,2.12,25,0,1
1269,2020-06-23,0.49,1.64,0.51,1,2,14.62,1.93,14,1,2
1270,2020-06-24,1.81,0.54,2.21,1,0,14.62,1.17,14,1,1
1271,2020-06-25,2.68,1.63,0.93,1,2,17.13,1.36,14,0,2
1272,2020-06-26,0.38,1.33,0.44,0,1,8.47,2.41,5,1,2
1273,2020-06-27,0.06,1.91,0.35,1,2,10.36,2.71,17,0,1
1274,2020-06-28,3.42,1.14,1.03,1,2,8.78,2.47,7,0,2
1275,2020-06-29,0.72,2.16,2.47,1,0,8.71,2.57,5,1,2
1276,2020-06-30,0.27,1.63,2.29,0,2,17.97,1.67,27,1,1
1277,2020-07-01,2.39,2.92,1.04,1,2,12.45,1.01,18,1,2
1278,2020-07-02,0.39,0.98,0.93,1,2,8.6,2.99,11,0,2
1279,2020-07-03,0.13,0.67,1.97,1,0,14.92,1.89,15,1,2
1280,2020-07-04,2.96,2.44,2.08,1,0,18.53,1.13,13,1,1
1281,2020-07-05,0.53,0.36,1.08,1,2,19.4,1.99,7,0,1
1282,2020-07-06,3.9,0.53,0.53,0,1,12.66,1.6,22,1,1
1283,2020-07-07,4.85,1.2,1.73,0,2,10.2,2.96,22,1,2
1284,2020-07-08,3.12,1.7,2.27,1,0,8.63,2.23,20,1,2
1285,2020-07-09,4.79,1.57,0.81,0,1,15.28,1.78,5,1,1
1286,2020-07-10,0.76,1.11,1.42,1,2,17.71,1.41,27,0,1
1287,2020-07-11,1.68,0.69,1.85,0,2,11.57,2.66,7,1,2
1288,2020-07-12,2.77,1.72,1.95,0,2,15.0,1.49,13,1,1
1289,2020-07-13,1.46,0.49,2.2,0,2,9.82,2.63,7,0,2
1290,2020-07-14,0.73,1.81,1.06,0,2,13.48,1.95,11,0,1
1291,2020-07-15,0.67,0.44,1.99,1,0,19.77,1.6,10,1,2
1292,2020-07-16,2.42,2.05,2.46,0,2,8.81,2.24,29,0,1
1293,2020-07-17,1.96,1.76,0.72,0,1,8.23,2.41,13,1,1
1294,2020-07-18,1.85,0.17,0.81,0,1,14.77,1.4,14,1,1
1295,2020-07-19,4.64,1.55,0.61,0,1,9.18,2.4,29,1,2
1296,2020-07-20,2.4,1.31,1.87,1,0,8.53,2.57,22,0,1
1297,2020-07-21,3.41,2.12,1.5,1,2,12.86,1.63,9,0,2
1298,2020-07-22,0.8,1.4,2.04,0,2,18.74,1.75,21,0,2
1299,2020-07-23,3.09,1.88,0.43,1,2,11.25,2.43,13,0,1
1300,2020-07-24,1.91,0.12,0.99,1,2,17.55,1.68,19,0,2
1301,2020-07-25,2.67,0.55,0.23,0,1,14.89,1.35,16,1,1
1302,2020-07-26,2.66,2.31,1.9,1,0,11.12,2.93,27,1,2
1303,2020-07-27,4.13,0.88,2.15,1,0,12.98,1.34,22,1,2
1304,2020-07-28,1.42,1.94,1.03,1,2,18.15,1.26,15,0,2
1305,2020-07-29,3.24,2.1,1.75,1,0,17.84,1.31,13,0,2
1306,2020-07-30,3.47,1.12,0.81,1,2,18.07,1.27,13,0,1
1307,2020-07-31,4.93,1.58,0.24,0,1,12.64,1.61,26,0,2
1308,2020-08-01,2.31,2.35,1.18,1,2,14.05,1.36,22,0,1
1309,2020-08-02,3.39,2.78,1.88,0,2,11.4,2.02,26,1,2
1310,2020-08-03,1.14,2.28,2.14,1,0,14.55,1.91,21,0,2
1311,2020-08-04,4.34,0.14,1.54,0,2,9.98,2.67,20,1,1
1312,2020-08-05,2.65,0.55,1.92,0,2,8.88,2.04,25,0,1
1313,2020-08-06,1.18,0.13,2.28,1,0,8.6,2.96,26,0,2
1314,2020-08-07,2.36,2.22,2.29,1,0,17.08,1.6,18,1,2
1315,2020-08-08,4.53,2.35,1.19,0,2,10.01,2.13,21,0,2
1316,2020-08-09,4.55,1.0,2.02,0,2,10.02,2.66,14,1,2
1317,2020-08-10,4.18,0.58,1.93,1,0,10.75,2.92,14,1,1
1318,2020-08-11,4.7,0.98,2.08,0,2,16.19,1.34,23,0,1
1319,2020-08-12,1.91,0.51,0.52,0,1,15.99,1.56,24,0,2
1320,2020-08-13,1.86,1.27,0.15,0,1,16.04,1.78,29,0,2
1321,2020-08-14,2.51,1.25,1.66,0,2,14.52,1.02,19,1,2
1322,2020-08-15,3.72,2.5,1.06,0,2,8.44,2.95,8,0,1
1323,2020-08-16,0.81,0.61,0.49,0,1,19.37,1.4,5,0,1
1324,2020-08-17,0.9,2.74,1.7,0,2,10.59,2.87,7,1,1
1325,2020-08-18,2.63,1.79,0.65,1,2,19.45,1.04,22,1,2
1326,2020-08-19,1.04,1.66,1.5,1,0,15.51,1.84,6,0,1
1327,2020-08-20,4.57,1.85,2.21,1,0,19.33,1.77,8,1,2
1328,2020-08-21,1.89,2.56,1.21,1,2,11.96,2.41,18,1,1
1329,2020-08-22,3.81,0.85,1.96,0,2,11.36,2.16,22,1,2
1330,2020-08-23,3.97,1.1,1.37,1,2,10.4,2.84,17,1,2
1331,2020-08-24,4.29,2.46,2.21,1,0,10.0,2.27,28,1,2
1332,2020-08-25,1.68,0.93,2.09,1,0,8.15,2.53,26,0,1
1333,2020-08-26,0.39,0.11,0.4,0,1,16.89,1.79,7,0,2
1334,2020-08-27,3.62,1.15,1.93,1,0,13.51,1.01,25,0,1
1335,2020-08-28,3.01,1.5,0.15,1,2,10.2,2.13,11,1,2
1336,2020-08-29,0.28,0.67,1.27,1,2,13.32,1.12,27,1,1
1337,2020-08-30,2.18,2.6,2.14,0,2,12.55,1.49,10,1,2
1338,2020-08-31,4.36,0.17,2.07,0,2,19.89,1.25,22,0,2
1339,2020-09-01,0.4,0.17,0.89,0,1,13.93,1.23,14,1,1
1340,2020-09-02,4.13,0.98,0.7,1,2,10.16,2.54,17,0,1
1341,2020-09-03,4.14,2.51,2.35,1,0,18.14,1.88,11,1,2
1342,2020-09-04,4.3,1.5,2.32,0,2,9.66,2.09,5,1,1
1343,2020-09-05,2.15,1.17,0.12,1,2,16.7,1.33,20,1,2
1344,2020-09-06,3.68,0.08,2.37,1,0,19.73,1.81,18,0,1
1345,2020-09-07,4.95,1.7,1.8,0,2,10.67,2.39,12,1,1
1346,2020-09-08,3.74,2.97,0.73,1,2,19.73,1.29,11,0,1
1347,2020-09-09,4.47,1.17,1.33,1,2,9.62,2.5,20,0,1
1348,2020-09-10,4.37,0.32,2.01,0,2,10.96,2.44,18,0,1
1349,2020-09-11,0.35,1.41,1.87,1,0,12.09,1.89,29,0,1
1350,2020-09-12,0.19,2.64,1.81,1,0,14.73,1.85,6,0,2
1351,2020-09-13,0.37,0.18,2.41,0,2,10.89,2.26,7,0,2
1352,2020-09-14,3.51,2.62,0.13,0,1,12.48,1.11,7,1,2
1353,2020-09-15,4.06,1.21,2.0,1,0,13.78,1.07,8,0,2
1354,2020-09-16,2.34,1.62,0.25,1,2,9.29,2.56,29,1,1
1355,2020-09-17,0.74,0.86,0.39,1,2,9.65,2.85,14,0,1
1356,2020-09-18,0.36,1.4,0.33,0,1,15.26,1.05,21,0,2
1357,2020-09-19,3.69,2.43,2.43,1,0,8.76,2.43,25,1,2
1358,2020-09-20,1.2,1.27,2.05,1,0,18.36,1.89,16,0,1
1359,2020-09-21,1.21,1.01,1.94,1,0,13.28,1.47,25,0,2
1360,2020-09-22,4.49,1.5,2.02,1,0,18.39,1.49,28,1,1
1361,2020-09-23,4.95,2.73,1.3,1,2,14.26,1.58,8,0,2
1362,2020-09-24,3.0,0.03,2.15,1,0,10.64,2.13,29,1,2
1363,2020-09-25,2.62,0.66,0.57,0,1,8.88,2.85,17,0,1
1364,2020-09-26,4.57,1.94,1.69,1,0,12.59,1.88,16,0,1
1365,2020-09-27,1.26,2.32,1.91,0,2,8.78,2.03,26,1,2
1366,2020-09-28,1.82,2.42,0.26,0,1,13.39,1.59,29,0,2
1367,2020-09-29,1.44,2.13,1.6,0,2,13.34,1.2,17,1,1
1368,2020-09-30,2.53,0.15,0.66,1,2,14.68,1.11,26,1,2
1369,2020-10-01,3.75,1.65,0.22,1,2,8.33,2.21,28,1,1
1370,2020-10-02,0.92,1.89,2.42,0,2,11.86,2.28,9,0,1
1371,2020-10-03,0.56,0.43,0.7,0,1,9.41,2.8,19,1,1
1372,2020-10-04,0.89,2.38,1.96,1,0,10.78,2.66,8,0,2
1373,2020-10-05,4.48,1.57,0.9,1,2,18.54,1.93,22,1,1
1374,2020-10-06,2.07,1.9,1.61,0,2,13.96,1.04,9,0,1
1375,2020-10-07,1.66,2.96,2.39,0,2,17.95,1.32,14,0,1
1376,2020-10-08,2.74,0.33,1.75,0,2,13.22,1.05,11,1,2
1377,2020-10-09,3.85,0.64,1.8,0,2,19.96,1.42,14,0,1
1378,2020-10-10,1.96,0.76,1.89,1,0,12.06,1.59,27,1,2
1379,2020-10-11,1.38,2.28,1.09,1,2,9.0,2.98,13,1,2
1380,2020-10-12,0.28,2.0,0.96,0,1,12.69,1.02,27,0,2
1381,2020-10-13,4.82,2.37,1.6,0,2,9.35,3.0,9,0,1
1382,2020-10-14,3.16,2.36,1.85,1,0,19.44,1.77,27,1,1
1383,2020-10-15,3.88,1.57,0.78,1,2,16.88,1.58,19,1,1
1384,2020-10-16,2.45,0.07,0.99,1,2,19.23,1.41,15,1,1
1385,2020-10-17,2.36,2.73,0.94,0,1,8.72,2.28,19,1,2
1386,2020-10-18,2.43,1.16,1.84,0,2,12.25,1.34,29,1,2
1387,2020-10-19,4.89,1.34,1.5,0,2,9.25,2.73,11,0,2
1388,2020-10-20,1.71,1.92,2.47,1,0,9.32,2.75,17,0,2
1389,2020-10-21,1.42,2.56,1.16,0,2,16.14,1.52,21,1,1
1390,2020-10-22,1.51,2.09,1.95,0,2,9.98,2.97,24,1,1
1391,2020-10-23,4.03,1.35,1.35,0,2,10.68,2.64,7,0,2
1392,2020-10-24,1.76,1.99,0.28,0,1,14.12,1.8,6,1,2
1393,2020-10-25,0.12,0.78,2.0,1,0,10.15,2.65,9,1,1
1394,2020-10-26,2.15,1.6,0.1,1,2,15.44,1.78,28,0,1
1395,2020-10-27,4.35,0.36,0.87,1,2,14.49,1.24,27,1,2
1396,2020-10-28,1.17,0.86,0.72,0,1,10.66,2.91,19,0,2
1397,2020-10-29,0.35,0.2,1.03,1,2,10.7,2.07,15,1,2
1398,2020-10-30,1.54,1.82,1.19,1,2,11.64,2.74,5,1,2
1399,2020-10-31,4.98,2.97,1.16,0,2,8.27,2.71,28,0,1
1400,2020-11-01,4.31,1.15,1.24,1,2,15.61,1.26,15,0,1
1401,2020-11-02,0.51,0.6,0.31,0,1,19.79,1.92,21,1,1
1402,2020-11-03,2.54,0.27,1.5,0,2,15.82,1.17,22,0,2
1403,2020-11-04,1.07,2.24,1.86,0,2,17.96,1.72,15,0,1
1404,2020-11-05,3.01,2.67,2.41,1,0,11.99,2.5,10,1,1
1405,2020-11-06,4.87,1.19,1.36,1,2,8.83,2.51,11,1,2
1406,2020-11-07,3.04,0.98,1.21,1,2,13.88,1.57,23,0,2
1407,2020-11-08,4.83,0.03,0.14,1,2,17.56,1.47,9,0,1
1408,2020-11-09,1.25,0.15,0.87,1,2,8.22,2.18,28,0,1
1409,2020-11-10,0.46,0.86,0.76,0,1,18.64,1.93,28,0,2
1410,2020-11-11,1.66,0.9,2.11,1,0,12.81,1.41,10,1,2
1411,2020-11-12,2.89,2.96,0.39,1,2,10.11,2.96,20,1,1
